drug,ALogP,ALogp2,AMR,apol,nA,nF,nE,nG,nP,nS,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,LOBMAX,LOBMIN,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,PetitjeanNumber,topoShape,geomShape,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
Verapamil,-0.7473,0.55845729,56.1464,26.576344,0,0,0,0,0,0,6,6,23,0.502497889,-0.290409958,-0.030302962,0.064251804,0.024838756,26.00728105,18.94568195,29.40898278,31.65721411,26.52651215,800.5943518,896.0953521,1193.905173,1141.331601,869.6204366,11.85,34.96885333,-0.285479817,0.32589138,5.040832742,9.398135987,11.443656,15,195.2801558,412.7602298,26.08137481,211.2738567,-446.5658341,-43.72683357,-15.99370094,859.3260639,69.80820839,0.480330165,1.015265419,0.0641523,0.519669835,-1.098416988,-0.107554795,79.39193091,167.8093276,10.60348758,85.8942342,-181.5531317,-17.77731965,0.142382728,0.134757612,0.483596437,1.853494645,274.6248744,131.9291382,0.675494192,0.324505808,0,0,4,1,0,0,0,0,0,0,0,0,0.055555556,0.198741682,0,0,0,0.0125,0.034857424,1.487140096,0,0.359116756,0,0.431953428,0,0.057372648,0,2.733453066,3.79396174,5.15864599,0.657397106,0.651918659,0.735531008,11.58542196,6.913591358,6.673943779,4.663918225,3.598962447,2.427744793,1.460995506,0.619337638,8.193183573,4.01741218,2.833338967,1.616208537,0.895916741,0.532452159,0.219312153,0.079978144,179,0.260869565,319.09,1393.371327,37.32788941,11.16920571,1502.45651,38.7615339,11.45338791,3035.430432,55.09474051,14.47905089,8,4,0,13.06666667,5.365079365,3.5,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,14,1.268432363,1.090172534,0,0,0,0,0,0,0,0,6.163605629,0,0,0,0,0,1.167407574,3.452337342,0,0.908560296,0,0,1.13,1739.851434,1332.804341,641.9363738,1.305406488,2.710317572,2.076224989,5.596955402,0.5,1,0.723575763,2,0,159.29,176.8722302,4.906890596,0.713540476,2.464040619,6.941856981,0.070511867,0.243495795,0.401248557,0.40777101,0.536405914,10.11943808,23.81650622,46.14106668,0.264494253,1.34542548,229.6272064,28.90767603,1.927178402,23.66716904,2.517357023,18.63707231,368,21,-0.473,72
SUNITINIB,5.535,30.636225,132.6471,78.266134,0,0,0,0,0,0,12,12,71,0.805500608,-0.426532508,-0.107872023,0.328267674,-0.246578547,36.81783674,37.32146355,49.15528162,60.03658355,56.65037524,2175.892727,2488.099571,3393.003727,3737.576117,3309.786917,11.85,15.99794596,-0.347320996,0.202664466,4.881324626,12.51220011,51.845866,34,611.7450259,1517.583726,27.90270937,163.2608471,-405.0086134,-36.46670291,448.4841788,1922.59234,64.36941228,0.789342439,1.958157711,0.036003223,0.210657561,-0.522587799,-0.047053454,474.1059879,1176.136301,21.62476364,126.5281154,-313.884054,-28.26190893,0.051199323,0.1396036,0,2.305936169,665.2391821,109.766691,0.858366633,0.141633367,1,0,0,10,2,4,3,1,1,0,0,0,0.136082763,0.274583303,0,0,0,0.048112522,0.068322186,2.116856043,0.083333333,0.736726408,0.125,1.313849933,0.051031036,0.391610441,0.068041382,5.891691333,9.025556398,10.5143842,3.032905125,3.762084246,3.914214403,24.43251065,15.84243279,13.17853336,11.51381479,8.892027932,6.245025544,4.219082813,3.120928825,21.10440614,11.37931587,8.653784145,6.424875285,4.225326818,2.650894752,1.600973309,1.09620458,940,0.267605634,4128.06,2648.59335,51.4644863,13.8358261,3029.529398,55.04116094,14.46966213,6206.581153,78.78185802,18.3774033,2,0,0.538461538,29.23183391,14.53308129,7.739854878,7,0,5,0,0,6,1,1,0,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,8,1.315924629,1.3116827,6,2.286326879,12.89441034,7.832233829,1.397269428,14.97058077,18.31210442,3.726274918,3.820568868,1.9544452,0,0,0,0.684498356,0,0,0.166666667,0,0,0,3.77,9399.291138,7389.557709,3147.632671,1.27196938,2.986146136,2.347655677,9.128642073,0.5,1,0.807173562,13,1,63.95,465.0978838,6.087462841,2.065905348,7.036312293,14.85383574,0.086237299,0.293717508,0.358773288,0.482739083,0.499147429,23.95605338,149.7392009,389.6158865,0.215033895,1.3406598,454.602644,65.3636571,1.980716882,16.89083468,11.18071322,5.710121465,3698,55,4.967,160
LAROTRECTINIB,2.9978,8.98680484,113.6778,63.284411,0,0,0,0,0,0,11,11,56,0.534296146,-0.283623895,0.046785114,0.03040826,-0.140632504,33.49090342,33.74160646,48.92886057,50.84555785,48.06347529,1974.989226,2320.885513,3290.401885,3210.778359,2839.742238,11.85,18.99840786,-0.302300214,0.236577205,4.346004274,10.6815812,36.595589,31,521.8078714,1099.515065,26.26683254,189.2365742,-398.7453536,-30.88414539,332.5712972,1498.260419,57.15097793,0.733861117,1.546338027,0.036941196,0.266138883,-0.560788226,-0.043434901,371.0285887,781.8040799,18.67688538,134.555615,-283.5256689,-21.96000004,0.111988676,0.143382062,0.693812888,0.253377019,584.4850338,126.5594118,0.822009141,0.177990859,0,0,2,8,4,8,0,0,0,0,0,0.15713484,0.571326786,0.965375491,0,0,0.0625,0.187107804,0.24577259,2.108966122,0,0.537331897,0,0.924345169,0,0.167740209,0,5.07326712,8.3951214,10.82956453,2.061834611,2.774314143,2.681520742,21.12902755,13.84977431,12.45494388,10.60648181,8.82522419,6.317283671,4.312943517,3.215440369,17.27950285,9.879064919,7.148501272,5.364539332,3.662778781,2.044848757,1.139495933,0.707195585,707,0.267857143,2552.07,2475.264649,49.7520316,13.52717826,2757.018685,52.5073203,14.0221057,5498.37042,74.15099743,17.64999818,5,3,0.363636364,23.65868887,10.54338843,5.437517955,4,0,4,0,1,3,0,0,3,7,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,19,2.259450491,2.259450491,2,0.873580465,5.349227999,6.870683171,0,5.086754247,16.71414059,0,14.81929943,0,0,0.125,0,0,0,0,0,0.552604725,0.488934401,0,3.11,10581.81975,10270.19861,1190.908424,1.03034227,8.885502479,8.623835727,8.934407601,0.466666667,0.875,0.943338877,8,0,77.23,376.7421278,5.95419631,1.303578579,2.929681114,26.95676599,0.041794726,0.093930064,0.332824473,0.338054862,0.549751462,31.19002569,117.9340605,252.0738502,0.398206407,1.220630796,398.474616,58.268512,2.009259035,20.02556507,5.126803541,12.35369186,2452,46,2.94,150
ENTRECTINIB,2.3607,5.57290449,110.8634,60.947446,0,0,0,0,0,0,15,16,53,0.680502694,-0.381821994,0.13335309,0.009672223,-0.433696654,37.71290816,39.34809961,58.83709943,57.3910414,55.85114078,2061.44481,2492.326671,3610.847601,3417.829273,3304.944402,11.85,18.99941301,-0.391200402,0.279380002,4.309918232,10.84197963,35.334554,35,442.5779192,1085.821612,28.82579086,214.694593,-526.7321728,-42.68900579,227.8833262,1612.553785,71.51479665,0.673355284,1.652011292,0.043856681,0.326644716,-0.801390843,-0.064948716,290.8943008,713.6806986,18.94639998,141.1128545,-346.2065785,-28.05831008,0.113822298,0.159415105,0.966480596,4.263023559,484.0831687,173.1893435,0.736502987,0.263497013,0,0,4,7,1,3,5,0,0,0,0,0.331927305,0.662182184,0.980164199,0,0,0.211441699,0.262488764,0.281479063,2.259752511,0,0.529311431,0,0.907641298,0,0.1505477,0,5.343503793,8.532338783,11.90238642,1.923454299,2.732619754,2.912695446,21.53480495,14.99120364,14.04376204,12.11760109,10.3068792,8.184489784,5.635742777,4.064399702,16.70890165,10.29373894,7.948083338,5.910709971,4.362266352,2.610954196,1.541601806,0.936369879,800,0.509433962,2319.1,2871.813209,53.58930125,14.21407915,3103.695311,55.71081861,14.58678875,6764.432502,82.24617014,18.91227565,7,2,0.380952381,22.7755102,9.70011534,4.8,0,0,6,0,0,6,2,0,1,5,1,0,0,0,1,0,0,0,2,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,14,1.408113704,1.313183432,0,0,0,0,0,11.99253535,24.0052745,0,8.356171757,0,0,0.2,0,0,0,0,0,1,3.09194934,0.577757036,2.67,6549.538108,4980.748884,2882.881168,1.314970552,2.271872382,1.727698297,8.169524714,0.466666667,0.875,0.632190571,5,0,86,351.8943051,6.129283017,1.576669172,5.228290346,13.24019168,0.078655888,0.260825688,0.247280734,0.440207921,0.543867203,20.0451512,98.3422526,227.5300668,0.245388818,1.231355857,428.435986,64.158877,2.069641194,30.00633838,5.070337857,19.85128199,2782,49,3.074,172
CRENOLANIB,4.9526,24.52824676,158.9595,86.548962,0,0,0,0,0,0,21,22,75,0.750959989,-0.353146189,-0.041662453,-0.125136524,0.264112843,47.71290816,50.51400965,72.06195114,72.03437989,70.36617104,2897.220892,3436.008379,4837.085483,4908.775534,4581.94375,11.85,18.9994159,-0.380636247,0.238492436,4.208068209,11.11085564,48.389038,46,572.0545043,1673.513053,31.34737018,252.5484283,-738.8161235,-42.79557325,319.5060761,2412.329177,74.14294343,0.693733289,2.029477446,0.038015109,0.306266711,-0.895965918,-0.051898401,471.7178219,1379.983772,25.84913338,208.2521746,-609.2299421,-35.28935521,0.081367742,0.130068159,0.122827476,1.240904824,679.3658116,145.237121,0.823870235,0.176129765,0,0,2,14,4,6,4,0,0,0,0,0.096225045,0.593643696,0.921016133,0,0,0.02795085,0.227344635,0.265366865,2.81959896,0,0.383682523,0,1.311581652,0,0.109803288,0,5.843957183,9.743774826,12.80405346,2.425077126,3.140654872,3.538991668,28.34635974,19.90701988,18.42936261,15.18849227,13.25389624,10.49607796,7.67835339,5.541134502,23.05153004,14.06278099,10.91194184,7.886908768,5.562839354,3.920220473,2.241301856,1.370416568,1338,0.493333333,4760.1,3637.588577,60.31242473,15.3793457,3989.476335,63.16230153,15.86007723,8853.774956,94.09450014,20.68757059,7,3,0.35483871,31.00189036,14.4,7.994463668,1,0,9,0,0,9,1,0,1,8,2,0,0,0,2,1,0,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,20,1.585480327,1.585264085,0,0,2.210975666,1.100529781,0,22.98710913,38.55434185,0,14.06241978,0,0,0,0.125,0,0,0,0,1.894848512,1.019548077,0.333333333,3.77,14224.82091,11845.48899,4297.680756,1.200863968,3.309883102,2.75625149,10.03597956,0.473684211,0.9,0.830272878,8,2,85.52,493.6883165,6.523561956,2.514748816,5.104706529,22.42805595,0.083692416,0.169887831,0.358518287,0.414147021,0.512351551,30.04751129,183.7266255,501.6843177,0.309814815,1.285016858,560.638634,69.17950811,2.09634873,21.96640053,5.987424404,15.97897613,6234,65,6.132,222
VISMODEGIB,3.1929,10.19461041,128.3328,72.200997,0,0,0,0,0,0,19,21,62,0.62997741,-0.34150512,0.074326673,-0.226902703,0.244054107,36.34883958,41.15636917,58.37487558,59.50971701,53.54034834,2425.193176,2928.666352,4185.542426,4202.502167,3822.932211,11.85,15.99593285,-0.379306436,0.120248182,5.19772753,10.96413515,41.475003,38,530.0380588,1265.350086,30.31172117,176.222183,-420.6919687,-31.54160009,353.8158758,1686.042055,61.85332126,0.750485483,1.791620158,0.042918629,0.249514517,-0.595661406,-0.044660025,374.3448076,893.6664576,21.40796352,124.4587216,-297.1180115,-22.27657811,0.049857584,0.158833697,0.263416234,5.002884107,618.8356006,87.42464124,0.876214692,0.123785308,0,0,1,13,1,6,3,0,1,0,0.176776695,0.39800174,0.692484145,0.961206287,0,0.102062073,0.20309837,0.280694801,0.267921684,2.630573696,0.176776695,0.383276638,0,1.728457092,0.176776695,0.117309751,0,5.842509072,8.708464571,11.8211155,2.576766415,3.032755921,3.316021007,22.41563832,16.07823138,15.15888241,13.30985254,10.85735188,9.058220152,6.612104776,5.258155117,18.90595139,11.66386814,9.700013162,6.818424899,4.605037728,3.202060655,1.844822951,1.202160044,1017,0.5,3433.07,2941.481514,54.23542675,14.32810343,3239.689883,56.91827372,14.79680032,6715.400222,81.94754555,18.86646931,5,1,0.384615385,23.40166205,9.806122449,4.857480182,1,0,7,0,0,9,1,0,0,3,4,1,1,0,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,21,1.630591511,1.422124922,0,0,2.120741108,0.90190671,1,20.90782057,28.27015411,2.649659303,7.105468613,1.031724744,0,0,0,0.25,0,0.227921153,0.333333333,0.25,1.321265727,0.2,3.55,9573.704855,7631.247991,2402.805201,1.254539869,3.984386604,3.175974476,8.909841483,0.5,1,0.960901648,5,0,78.43,389.3494329,6.247927513,0.977660353,5.935774675,18.27576516,0.038812679,0.235647604,0.343585019,0.460131405,0.497462171,25.18920019,132.1514866,263.3980875,0.294154787,1.301178596,443.5417411,69.17950811,2.09634873,21.96640053,5.987424404,15.97897613,3467,54,4.256,188
Irinotecan,4.2658,18.19704964,105.2844,54.641102,0,0,0,0,0,0,18,18,41,0.45974848,-0.173476832,0.01065848,-0.091904455,0.022050581,51.59702056,42.3527303,57.13213508,61.53811162,64.87615129,2128.467154,2470.267823,3461.06689,3452.097096,2959.431274,11.85,34.96985551,-0.274615188,0.237371288,5.647276703,11.4972046,25.558898,29,697.9813516,2231.668755,33.17211264,216.1700289,-691.1644532,-44.35609521,481.8113227,2922.833208,77.52820785,0.763529287,2.441246387,0.03628733,0.236470713,-0.756072209,-0.048521608,638.0606161,2040.083073,30.32433257,197.6121303,-631.8289391,-40.54818566,0.107938005,0.117105864,0.407340564,1.617495401,729.5175749,184.6338055,0.7980271,0.2019729,0,0,2,14,2,0,0,0,0,0,0,0,0.238144836,0.355708962,0,0,0,0.072957722,0.117783657,2.860426091,0.288675135,0.789729218,0.144337567,1.17541825,0.050999172,0.228137432,0.016999724,5.084217706,7.211743112,9.636526175,1.991774166,2.30308903,2.677861996,19.60408353,12.75303876,12.44843252,9.518417496,7.633270897,6.052526237,3.795277756,2.966936107,15.82523806,9.002239014,7.094935789,4.697740811,3.081291175,2.097410068,1.087619748,0.645569553,625,0.487804878,1147.08,2815.517301,53.06144835,14.12058643,2961.024653,54.41529797,14.35976528,6191.856962,78.68835341,18.36285924,5,1,0.052631579,21.70273484,9.212018141,5.538461538,1,0,0,0,0,10,0,0,1,7,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,3,24,2.100182173,2.100182173,0,0,1.282926126,1.280351345,0,9.857047691,20.65628887,0,8.201710234,0,0,0.650697637,0,0,0,0,0,0.2,0,0,2.67,10442.77954,9574.428316,1546.236626,1.090694838,6.753674933,6.192084804,8.961020201,0.5,1,0.914621619,5,0,84.51,338.3415636,5.857980995,1.098102426,3.006424819,23.39823815,0.039926982,0.109313546,0.339534664,0.422785647,0.599575461,27.50276539,99.34006835,204.0888971,0.388069604,1.361895772,421.2987339,54.37760442,2.013985349,21.84564418,7.326215775,6.142317702,1994,43,4.535,142
Uprosertib,3.686,13.586596,161.3291,92.630134,0,0,0,0,0,0,10,11,81,1.049320809,-0.68054034,0.287655882,-0.116934069,0.010457594,49.08673542,53.48473708,82.52469772,96.71112305,89.99156981,3459.244427,4262.36294,6473.034069,7130.882883,6486.49601,11.85,15.99997688,-0.374568753,0.345276433,4.930035232,11.57396174,55.507866,49,331.7994717,765.0621199,24.00187027,324.1263771,-747.3695238,-53.05632525,7.673094619,1512.431644,77.05819552,0.505849056,1.166385074,0.036592353,0.494150944,-1.139411604,-0.080887688,217.6358501,501.8240204,15.74344713,212.602869,-490.2189893,-34.80101518,0.110552348,0.142552014,0.292044669,2.011083123,515.7013025,140.2245463,0.786218905,0.213781095,0,0,2,8,5,8,8,1,0,0,0,0.07856742,0.594104106,1.183310477,0,0,0.039528471,0.29584589,0.398105726,3.266263869,0.11785113,1.297260254,0.131445856,1.538586309,0.039528471,0.375092405,0.017998965,9.481306899,15.59750791,23.30541082,3.862971386,5.694060793,7.102259062,29.87973993,20.8170488,19.2908107,18.20118625,15.38946482,13.07408023,10.1058868,8.212649613,24.85644893,15.65470636,12.2359104,9.965617272,7.470643971,5.472331202,3.383713226,2.348837019,1572,0.432098765,5763.1,3806.320241,61.69538265,15.61355419,4193.727572,64.75899607,16.12625062,9197.337091,95.90274809,20.9517692,9,1,0.515151515,31.59183673,12.89298758,5.656089555,2,0,13,0,0,4,1,0,2,7,2,1,0,0,0,0,0,0,1,2,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,3,21,2.889180142,2.889180142,2,0.1,3.836037608,4.466517384,0.5,21.09432456,35.56211127,2.015305498,18.42222496,3.080368133,0,0.798362544,1.476861803,0.090909091,0,0,0,0,0.488934401,0.386401945,3.99,27082.0961,25943.34381,1966.726615,1.043893813,13.7701376,13.19112866,10.92638207,0.476190476,0.909090909,0.957385537,6,1,112.51,541.3925545,6.614709844,1.32643757,3.503413916,48.83294234,0.024718012,0.065285716,0.46217349,0.494295186,0.593669037,53.66279383,240.502919,521.0953182,0.432497204,1.550137712,586.6792756,56.1559055,2.005568053,27.46836319,5.618332651,11.72319951,7049,86,3.246,246
Capivasertib,3.5318,12.47361124,102.5547,53.826688,0,0,0,0,0,0,16,16,44,0.642408315,-0.231159472,-0.221479227,0.292137158,-0.194414919,49.41884737,37.42045933,57.65813119,63.20214879,57.98816098,1809.570466,2123.760675,2975.272273,2819.234792,2621.636445,11.85,34.96985509,-0.328819965,0.255230817,4.003469821,10.82831455,25.591312,30,331.7994717,765.0621199,24.00187027,324.1263771,-747.3695238,-53.05632525,7.673094619,1512.431644,77.05819552,0.505849056,1.166385074,0.036592353,0.494150944,-1.139411604,-0.080887688,217.6358501,501.8240204,15.74344713,212.602869,-490.2189893,-34.80101518,0.110552348,0.142552014,0.292044669,2.011083123,515.7013025,140.2245463,0.786218905,0.213781095,0,0,3,9,2,1,2,0,0,0,0,0.19245009,0.523383183,0.765065589,0,0,0.058330296,0.162960653,0.182385049,2.236322394,0,0.583238603,0,0.988715657,0,0.135074231,0,5.180318663,7.628208795,10.26583106,1.798911943,2.44615163,2.678805062,20.42192077,13.29493275,12.33849878,10.32687341,8.139383323,6.170417947,3.740298294,2.584751494,16.190305,8.974282283,6.871909511,4.702976318,3.251740572,2.03139043,0.9563334,0.563863484,660,0.454545455,1360.1,2631.150903,51.29474537,13.805387,2802.657005,52.9401266,14.09905432,6454.702418,80.34116266,18.61910245,4,2,0.222222222,22.68,9.871281774,5.389030612,1,0,2,0,0,5,1,0,1,8,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,2,0,0,6,13,1.350919428,1.350919428,3,0,0.925931922,1.806896041,0,4.662714346,17.20681555,0,11.02603348,0,0,0,0.333333333,0,0,0.365148372,0.111111111,0.142857143,0.816496581,0,2.34,7459.973451,6228.884337,2300.478653,1.197641993,3.242791861,2.707647093,8.346945965,0.5,1,0.911507879,7,0,86.08,333.1478837,5.906890596,1.164586124,4.572996608,14.34492208,0.057990083,0.22771047,0.339342567,0.411543872,0.548508402,20.08250482,87.63082564,184.1093417,0.285724585,1.29939484,429.2486025,56.1559055,2.005568053,27.46836319,5.618332651,11.72319951,2224,43,3.233,146
malathion,1.1776,1.38674176,117.0059,64.013825,2,0,0,1,0,0,15,16,55,0.588176425,-0.337720542,0.173344722,-0.248650189,0.143738625,41.42176979,37.61013779,55.36149287,58.46898975,51.26743266,2161.055866,2549.755773,3598.428871,3631.327271,3192.215957,11.85,34.96885399,-0.395734315,0.220797507,4.397421286,10.9771661,33.988175,33,423.5909186,1114.156511,33.32779941,249.5248253,-656.3164991,-45.69681835,174.0660933,1770.47301,79.02461777,0.629298783,1.655222777,0.049512732,0.370701217,-0.975042561,-0.0678885,285.1257163,749.9562886,22.43346649,167.9590884,-441.7769686,-30.75924788,0.083871517,0.150417162,0,4.737783243,529.4702159,143.645528,0.786596095,0.213403905,0,0,4,6,2,3,4,1,0,0,0,0.11785113,0.374918214,0.616891048,0,0,0.041666667,0.137580467,0.196425428,2.234217331,0.144337567,0.66570886,0.102062073,1.201635985,0.072168784,0.156774063,0.014731391,5.556249462,7.977858833,10.81330959,2.358605418,2.91265513,3.336397903,21.13961743,14.49815034,13.14651286,11.39084284,9.035950614,7.3130128,5.152948988,3.503522329,17.2697892,10.37040361,8.106732489,5.987792994,4.029615061,2.857184838,1.713011391,0.999263349,769,0.436363636,2494.09,2634.727649,51.32959817,13.81163978,2906.999047,53.91659343,14.2718946,6226.92889,78.91089209,18.3974643,7,4,0.380952381,23.16804408,10.29244002,5.333333333,0,0,6,0,0,7,1,0,1,3,2,1,1,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,10,1.408991781,1.191552336,3,0,0,0,0,14.93564669,20.49907526,3.594009929,4.498090434,1.875750655,0,0.166666667,0,0,0,0.686589048,0.25,1.313814579,1.12468265,0,2.78,8382.348699,6140.764847,2721.204813,1.365033332,3.080381403,2.256634568,8.730423051,0.466666667,0.875,0.864190787,7,0,120.16,367.3267139,6.044394119,1.067887534,4.866795164,14.28587806,0.052811964,0.24068547,0.390690855,0.372488314,0.46889791,20.22056075,89.97934322,184.4463249,0.279876924,1.232077079,428.9159394,61.42434591,2.047478197,25.95210605,4.998942032,18.43117352,2648,49,2.443,160
PD-0325901,1.8946,3.58950916,78.794,44.511067,0,0,0,0,0,0,0,0,38,0.866661743,-0.566419002,0.359758261,-0.214574781,-0.477301219,41.55273409,38.96691991,51.74539909,46.61010915,44.89241705,1081.07939,1187.596656,1486.512096,1519.185605,1433.152712,11.89,31.97307476,-0.325675057,0.275518699,4.698788235,11.61612947,36.690933,18,447.8033532,874.4794255,17.50300245,108.9874288,-212.8328504,-22.37458816,338.8159244,1087.312276,39.87759061,0.804257843,1.570570947,0.03143551,0.195742157,-0.382249235,-0.040184911,249.3327791,486.9020831,9.745510418,60.68319567,-118.5033692,-12.45796444,0.140999611,0.166259577,0,1.02273494,479.7974145,76.99336736,0.861719393,0.138280607,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1.617820757,0.176776695,0.11785113,0,2.547928318,0.335410197,0.041666667,0,3.079157585,3.798477426,4.509226903,4.712598615,5.735848913,5.925734186,14.88890506,8.918362621,7.377478883,5.49744232,3.507000326,2.228405722,1.440387324,0.835364093,13.93929088,9.76392105,9.78234911,7.778141095,4.952414779,3.240084355,1.841576631,0.966003326,251,0,1027.09,2116.832799,46.00905128,12.83991608,2307.144609,48.03274517,13.2137151,4606.871621,67.87393919,16.63931219,6,0,0.8,19,9.833648393,7.3728,4,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,1,0,0,0,0,0,0,10,4,1.389354349,1.378041938,4,0.793700526,2.584564709,2.600278038,0,0.685006711,3.790211828,0,1.650963624,0,0,0.2,1.922249131,1.315560521,0,0,0,0,0,0,1.57,3622.275087,2988.008871,1360.215588,1.212270527,2.663015421,2.19671712,6.831263541,0.444444444,0.8,0.795814905,11,1,138.26,285.8300493,5.169925001,2.115115603,3.36705487,11.58143762,0.123954769,0.197323734,0.406679313,0.412678495,0.457001023,17.06360809,70.61312562,170.1563772,0.259041122,1.276358831,330.3605945,35.91551921,1.890290485,25.02362056,16.11660637,0,738,25,2.007,82
