drug,ALogP,ALogp2,AMR,apol,nA,nF,nE,nG,nP,nS,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,LOBMAX,LOBMIN,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,PetitjeanNumber,topoShape,geomShape,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
Leucovorin,7.0949,50.33760601,112.4463,63.22779,0,0,0,0,0,0,6,6,55,0.233585772,-0.122632629,0.00326598,-0.029078862,0.072228293,32.67669111,29.00375436,37.4480086,38.00750873,39.45052243,1728.993771,1856.461113,2226.20221,2151.721104,1901.759797,11.85,31.97207223,-0.327741642,0.291795705,4.591596036,11.46435348,36.03421,25,458.9398246,779.7989766,23.27206855,179.8069202,-305.5155488,-26.4544447,279.1329044,1085.314525,49.72651325,0.718500452,1.220826537,0.036433952,0.281499548,-0.478304667,-0.041416171,293.146319,498.0940579,14.86495803,114.851085,-195.1470623,-16.89769044,0.171685638,0.192837327,0.415744697,5.354493438,547.2233887,91.5233561,0.856714172,0.143285828,0,0,1,8,4,5,4,0,0,0,0,0,0.083333333,0.107038088,0,0,0,0.027777778,0.04790958,1.621681323,0,0.204124145,0,0.99151245,0,0.064207193,0,2.543943163,3.255071774,3.467998047,1.481620319,1.765336787,1.585565842,18.65648977,11.89675461,10.34930951,6.968259068,5.178935021,3.496267875,2.445683783,1.367933145,16.65719255,9.781356108,7.633929404,4.911168761,3.41482834,2.04666636,1.40542658,0.74572821,635,0.109090909,2425.03,1910.228309,43.70615871,12.40780879,2217.978257,47.09541652,13.04124623,4256.049569,65.23840563,16.20574095,2,1,0.409090909,23.04,13.21123829,10.66666667,4,0,5,0,3,4,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,13,9,1.63958356,1.588786458,12,1.012909457,7.791217006,4.049375207,0,14.12942981,15.89178497,0,2.909538911,0,0,0.5,0,0,0,0,0,0,0,0,3.55,6329.092209,5526.507975,1575.319163,1.145224478,4.017657093,3.508183043,8.170574629,0.5,1,0.796912221,10,1,62.6,383.4459283,5.64385619,1.708872574,4.322846529,14.07591294,0.084986266,0.214985361,0.502764836,0.543004006,0.504975789,20.10763205,92.28914687,216.3782768,0.27502128,1.550744631,358.5393072,48.90095421,1.956038168,7.913777925,4.846395019,0,2008,30,6.959,112
CUDC-907,-1.5566,2.42300356,116.6205,63.850239,1,0,1,2,0,0,6,6,57,1.160649508,-0.671860212,0.164646965,0.236620007,-0.521074026,41.94114536,40.6511909,58.96834299,63.07986481,62.38034439,2111.443659,2461.809886,3389.129598,3567.815724,3147.594002,11.9,16.00097472,-0.332236017,0.297638306,3.832292614,10.46840927,35.213761,36,419.844962,1642.401945,45.295881,337.4116979,-1319.92921,-82.659615,82.43326411,2962.331155,127.955496,0.55442888,2.168884121,0.059815758,0.44557112,-1.743040741,-0.10915667,317.9303937,1243.719811,34.30060756,255.5072554,-999.525185,-62.59454397,0.074935536,0.084778483,0.461897826,2.716194305,409.9957746,347.2608854,0.541422474,0.458577526,0,0,5,6,1,2,4,0,0,0,0,0,0.194444444,0.439434069,0,0,0,0.064574976,0.10692501,2.619645966,0,0.532043075,0,0.869244138,0,0.115727577,0,5.303222859,7.933205076,11.07872754,1.647307607,2.043378867,2.299598871,24.82769817,16.1887796,14.84725859,11.53421489,9.465368634,7.579680698,5.311598467,3.513686795,17.77732511,10.15942826,7.453156888,5.133263383,3.403936082,2.265245743,1.28486451,0.732263556,1046,0.315789474,2359.14,3071.116559,55.41765566,14.5355711,3336.404078,57.76161423,14.9426015,7010.641556,83.72957396,19.13900052,14,7,0.3,28.56944444,13.5168,7.997984379,0,0,4,0,1,4,2,0,3,5,0,0,1,0,3,1,0,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,8,12,2.372335196,2.372335196,5,0,0,0,0,7.936949041,20.40271319,0,9.825224275,0,0,2.576231829,0,0,0,1.117641201,0.2,1.86251757,1.337902603,0,2.12,15337.41647,15014.53907,1906.761912,1.021504317,8.043697731,7.874364895,10.04708234,0.473684211,0.9,0.974210559,11,2,215.55,418.6510965,6.169925001,1.997883111,2.642377373,30.24311159,0.057273222,0.075748909,0.40660754,0.403011221,0.623993227,34.88337208,145.6150768,340.1567079,0.400233402,1.433611988,473.4401122,68.23746971,2.006984403,38.56890102,17.22676808,21.34213294,4127,54,-2.46,172
AZD-8330,2.1476,4.61218576,134.2415,71.391032,0,0,0,0,0,0,21,22,60,1.039593996,-0.666640011,0.274983432,-0.309705187,0.18951868,48.10547159,48.37858476,69.57297247,74.9291238,70.07684763,2676.122848,3205.871347,4596.97463,4727.768089,4514.173632,11.9,31.97207285,-0.37813707,0.300860865,4.039301992,12.72059234,43.206968,40,570.5326318,1837.10109,42.20659121,234.6661556,-755.6192694,-51.45525744,335.8664761,2592.72036,93.66184865,0.708561216,2.281549748,0.052417604,0.291438784,-0.938425742,-0.063903794,459.3921833,1479.23157,33.98469606,188.952904,-608.4237195,-41.43171089,0.079772275,0.117393106,0.556938163,2.677921116,599.8794923,205.3192951,0.745007943,0.254992057,0,0,7,6,2,5,0,0,0,0,0,0.096225045,0.515922614,0.681512235,0,0,0.088388348,0.242549432,0.258726058,2.151818338,0,0.510673913,0,1.152683803,0,0.160446881,0,5.572725996,8.481359514,11.34228141,2.315625434,3.260781488,3.820204524,25.07033885,17.55037649,15.51722513,13.74323605,11.16559323,9.077973331,6.742440058,5.491567066,20.52683403,11.98276593,9.19203315,6.760398334,4.964823484,3.389209331,2.167901087,1.524651111,1118,0.483333333,2836.13,3454.173155,58.77221414,15.11638815,3705.791024,60.87520862,15.47486878,8074.271205,89.85694856,20.06170212,9,2,0.304347826,27.5625,12.90178571,6.604570637,2,0,5,0,0,6,0,0,1,7,2,0,0,0,1,0,0,0,5,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,4,17,1.633037197,1.061034207,0,0.076923077,3.061673315,3.059345124,0,9.823241882,22.62509715,0,9.695594114,0,0,0.333333333,0.242983523,0.090909091,0,0,0,2.419261538,2.404361642,0.166666667,2.56,12658.34601,10985.06951,4077.215528,1.152322796,3.104654617,2.694257744,10.11676835,0.473684211,0.9,0.784160714,8,1,166.96,413.6247784,6.321928095,2.746264795,7.912111057,20.36244675,0.088529722,0.255058067,0.379508992,0.438899391,0.474734897,31.02082261,238.7593628,712.230742,0.242309158,1.29314328,508.5548341,74.37812113,2.06605892,39.08557114,10.70382133,25.1826768,4373,59,1.616,192
GLESATINIB,1.6537,2.73472369,99.9073,51.910481,0,0,0,0,0,0,6,6,42,0.648371114,-0.280596311,-0.080260421,-0.032819979,0.22903538,141.3185238,39.02662608,60.58604687,67.17400621,67.86768136,1849.245637,2126.372206,2912.852083,3055.101618,2635.507434,11.9,126.9044732,-0.393379732,0.256803742,3.80744686,12.03433333,29.189519,26,328.1251828,733.3577342,22.62424717,290.4162289,-649.0784578,-49.90487606,37.70895386,1382.436192,72.52912322,0.530482158,1.18562431,0.03657677,0.469517842,-1.049369445,-0.080681544,202.9590138,453.6121282,13.99403378,179.6344642,-401.4819056,-30.86823249,0.11482776,0.175973376,0.065001208,5.818377,431.1391185,187.4022932,0.697025471,0.302974529,0,0,3,7,2,3,0,0,0,0,0,0,0.113402303,0.378542204,0,0,0,0.040193692,0.137114668,1.819514289,0,0.595393025,0,1.030186416,0,0.123742278,0,4.452611657,6.367824778,9.515187264,1.655295514,1.999005531,2.425639336,18.56011345,11.84544301,10.62328472,8.774137789,6.518736457,5.142793736,3.658730666,2.201441979,15.75621394,8.383800287,6.45185693,4.051385775,2.606434929,1.726578202,0.963242134,0.450737762,492,0.30952381,1249.09,2477.410606,49.77359346,13.53108631,2662.275475,51.5972429,13.8596096,6329.876687,79.56052217,18.49829708,5,3,0.25,21.30177515,9.796296296,5.489603025,2,0,2,0,0,4,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,7,18,1.28908843,1.160920674,2,0.25,2.012240409,4.467907108,0,3.097422323,12.36973769,0,9.059440697,0,0,0.421716333,0.753947441,0,0,0,0,0.25,0.707106781,0,2.23,7344.271851,5851.36197,2564.165016,1.25513887,2.864196261,2.281975588,8.083815185,0.461538462,0.857142857,0.783985032,7,0,90.9,330.7196324,5.700439718,1.240292416,5.328216226,9.340793831,0.077960201,0.334911995,0.32681238,0.610639998,0.541234161,15.90930247,67.96363119,145.602001,0.190345853,1.47868654,461.2273727,49.54927519,1.981971008,24.84851458,10.4158524,9.370334011,1506,40,2.343,124
CAPMATINIB,3.2048,10.27074304,114.1229,59.774481,0,0,0,0,0,0,25,27,48,0.560555149,-0.308942393,0.075025241,-0.11573033,0.086515887,35.43639498,38.10185865,55.28942983,58.28668473,51.27221565,2078.163088,2478.776768,3531.332514,3546.919971,3041.666812,11.85,18.99840807,-0.274999787,0.233963468,4.758829372,10.04186198,27.345519,35,404.2028086,859.7034327,26.65147534,235.5780438,-501.0535519,-38.10289989,168.6247648,1360.756985,64.75437524,0.631783222,1.343746737,0.041657194,0.368216778,-0.783164344,-0.059556174,258.6012174,550.021795,17.05110361,150.7183217,-320.5644685,-24.37750577,0.109817444,0.129197541,0.683814882,4.514622932,483.5777977,156.2030547,0.755849125,0.244150875,0,0,4,12,4,0,1,0,0,0,0,0.096225045,0.491581624,0.806494952,0,0,0.028867513,0.128771345,0.166480502,1.947694193,0,0.49519952,0,0.777379987,0,0.103925474,0,5.080302586,8.158016418,10.84183802,1.586653373,2.044191878,2.2434834,21.37166824,15.11852484,13.65369578,12.20452318,10.25120149,8.34614831,5.880915401,4.619932936,16.58024048,9.675210433,7.08576084,5.089771881,3.509687886,2.376689063,1.366508766,0.868084489,886,0.541666667,1774.08,2874.866468,53.61778126,14.21911475,3050.193408,55.2285561,14.50248615,6599.510431,81.2373709,18.75731074,6,1,0.086956522,22.7755102,10.092,4.940138626,1,0,1,0,0,11,0,0,1,6,3,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,18,1.45517224,1.45517224,0,0,1.206800249,1.44382279,0,13.38186186,26.51053926,0,9.758637609,0,0,0,0,0,0,0,0,1.606950772,1.694027284,0,3.11,6834.198296,4905.080794,2666.773574,1.393289649,2.562721621,1.839331558,8.256860997,0.470588235,0.888888889,0.928676236,5,0,85.07,336.6461953,6.129283017,1.389511135,5.803579249,13.30079014,0.06780127,0.283185961,0.464174673,0.425076585,0.451287493,20.49388052,103.7379237,231.4912112,0.236759577,1.34053875,412.4199458,64.59022287,2.083555577,23.90902583,2.485281194,18.86251535,2936,52,3.28,170
6-o-phosphoryl inosine monophosphate,-3.319,11.015761,82.5228,47.417102,0,0,0,0,0,0,9,10,41,1.523872814,-1.106925024,0.451205403,-0.098544424,0.064120154,48.2599082,51.97020184,63.62409116,57.23476044,60.8894141,1183.357097,1450.656751,2155.056665,2057.291431,1899.738113,11.85,30.97476463,-0.38776791,0.455392572,2.466809961,9.824531266,43.868898,29,304.2677973,1254.354476,49.99026654,320.0643469,-1319.476296,-88.85821895,-15.79654964,2573.830771,138.8484855,0.487349242,2.009114039,0.080069987,0.512650758,-2.113420409,-0.142325235,189.9641663,783.1338193,31.2105303,199.82646,-823.7914649,-55.47704236,0.110406183,0.093924181,0.291940366,2.479589685,144.8282395,479.5039047,0.231973062,0.768026938,0,0,2,1,0,2,3,0,0,0,0,0.174792465,0.505245192,0.854213111,0,0,0.074228435,0.151377202,0.182471519,4.38388491,0.707106781,0.520611625,0,0.97459527,0.044743737,0.118402329,0,5.204180382,8.27943895,11.32732308,1.431061627,1.882019225,2.057221903,19.98276318,12.46112698,13.50188708,9.16389991,7.707360947,6.178506549,4.659909796,3.34260547,13.52689791,7.870865209,6.019036493,3.77331027,2.638613289,1.67850084,1.002138923,0.598765075,568,0.341463415,1147.17,3362.65805,57.98843031,14.9816933,3543.448725,59.52687398,15.24551329,7019.062257,83.77984398,19.14666027,13,6,0.5,21.70273484,8.024691358,5.135802469,0,0,1,0,0,2,4,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,6,2,3,0,0,2,0,0,0,0,0,0,0,0,4,14,1.813632882,1.813632882,0,0,0,0,0,0.577757036,6.586065653,0,8.250205618,0,0,4.209743603,4.759235738,0.550321208,0,0,0,1.144714243,1.190550789,0,0.69,9494.483161,8482.711979,1611.876314,1.119274494,5.890329846,5.262632068,8.622121938,0.461538462,0.857142857,0.902745615,6,2,246.43,292.4351354,5.857980995,0.976202406,3.665868095,17.71376334,0.043666562,0.163978142,0.419618062,0.447450723,0.504568905,22.35583384,85.80716752,171.5539931,0.344266472,1.37163769,428.1863198,54.01834518,2.000679451,47.7468523,28.34769216,12.93536867,1889,41,-4.091,148
Dopamine,0.7223,0.52171729,42.6742,24.118723,0,0,0,0,0,0,6,6,22,0.154063503,-0.036813636,-0.071500875,0.040391726,0.020343483,12.90891837,11.83036589,15.49454984,15.26901888,9.328639798,522.7999846,567.8817863,701.8385194,603.3478275,343.8884722,11.85,15.99591968,-0.358750898,0.20000736,4.846714268,8.578569503,11.365277,11,227.0685901,276.835338,21.73268782,123.6572593,-150.7592888,-31.54694859,103.4113309,427.5946268,53.27963641,0.647424735,0.789321171,0.061964888,0.352575265,-0.42984938,-0.089947601,79.63882415,97.09330907,7.622215394,43.36979729,-52.87517963,-11.06433034,0.178733028,0.29344076,3.095935545,8.298361675,225.6496375,125.076212,0.643378975,0.356621025,0,0,0,5,1,1,1,0,0,0,0,0,0.068041382,0.184195286,0,0,0,0.024056261,0.03852692,0.675528666,0,0.166666667,0,0.246950575,0,0.016666667,0,1.514013549,1.701869067,2.190214237,0.412113567,0.433239134,0.42674117,8.267584714,5.236382105,4.422320836,3.403703061,2.329491118,1.717974122,0.953257559,0.431795046,6.11804183,3.447049148,2.361741814,1.472837833,0.891184759,0.532543276,0.230191488,0.082315962,113,0.272727273,374.03,855.7549691,29.25328989,9.494012734,986.8592126,31.41431541,9.956004095,1550.815163,39.38039059,11.5749737,1,3,0.25,9.090909091,4.132653061,2.5,0,0,2,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1.647090268,1.638922483,2,0,0,0,0,4.556553777,7.678194232,0,1.650963624,0,0,0.333333333,0,0,0,0,0,0,0,0,2.01,1060.66052,916.1398472,193.8136573,1.157749577,5.472578841,4.726910682,4.850828042,0.428571429,0.75,0.87524814,2,0,66.48,144.3357145,4.459431619,0.373604495,1.607655963,6.690458983,0.043083093,0.18539068,0.28540983,0.448453685,0.553818679,8.671719441,13.85616932,26.54636237,0.32864467,1.287682194,153.1787485,21.40753566,1.946139605,7.450378703,5.015629466,2.434749237,160,13,0.651,50
Cryptotanshinone,3.435,11.799225,86.4113,49.18186,0,0,0,0,0,0,6,6,42,0.42154998,-0.120934171,-0.112500138,-0.000845957,-0.012310538,24.32340711,26.32836791,42.32464384,49.09538881,46.75957276,1809.06851,2258.076587,3527.134261,3753.552248,3236.810519,11.9,15.99692898,-0.343836588,0.332932035,5.537471437,11.3812453,25.69614,25,394.5148568,547.1745107,15.68146381,119.3282019,-165.5028939,-25.58738288,275.1866549,712.6774046,41.26884669,0.767773059,1.064866989,0.030518003,0.232226941,-0.32208841,-0.049796105,202.7187207,281.1618242,8.05781133,61.31596823,-85.0425132,-13.14789908,0.168493002,0.247848253,0.953797986,4.220945237,423.3218215,90.52123713,0.823834855,0.176165145,0,0,0,5,5,4,3,1,1,0,0,0.096225045,0.358854314,0.796144468,0,0,0.041666667,0.16398584,0.320423649,2.419400898,0.204124145,0.842247229,0.083333333,1.681718734,0.176776695,0.358285293,0.051031036,5.720270199,10.07904188,15.34717953,2.985929053,4.45521924,5.650835886,15.64589989,10.41552079,10.4837851,9.379275389,8.35720502,6.807814835,5.137375001,3.913012477,13.2852228,8.043111648,7.364773235,5.408216226,4.210699673,2.969540949,1.954532939,1.29889216,337,0.404761905,1563.03,1848.112211,42.98967563,12.27183325,2048.160789,45.25661045,12.69954075,4157.118184,64.47571779,16.0791884,3,0,0.473684211,15.5232,5.25,2.183280666,3,0,4,0,0,2,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1.815731259,1.815731259,0,0.550321208,4.292814585,6.36357217,1.5,4.679920497,16.54924059,2.387359527,16.50814464,2.502087253,0,0.333333333,0.447213595,0,0,0,0,0,0,0,3.22,3501.582552,2857.184787,806.3215824,1.225535908,4.342662567,3.543480479,6.523624379,0.444444444,0.8,0.901352839,0,0,43.37,287.4062597,5.64385619,0.770559987,2.806306256,13.1341828,0.046110809,0.167931184,0.313422632,0.529441363,0.595601732,16.71104905,49.14164242,94.2544071,0.339468505,1.438465727,296.3610119,45.43242589,2.065110268,8.247287002,8.247287002,0,891,45,4.152,130
Selpercatinib,3.3999,11.55932001,148.4483,81.816583,0,0,0,0,0,0,21,22,70,0.883621737,-0.42383964,-0.070467722,-0.000361499,0.157858759,43.84326922,48.34698725,69.39554247,68.67200948,64.28831747,2724.776861,3292.679016,4679.256676,4661.179526,4358.170254,11.89,15.9969473,-0.387588652,0.167440405,4.553079535,11.30836541,46.961417,44,667.6453803,1961.052627,39.58404765,215.9329695,-634.2527481,-43.97340009,451.7124107,2595.305375,83.55744774,0.755615368,2.219443955,0.044799703,0.244384632,-0.717822871,-0.049767403,589.9170033,1732.743644,34.9756075,190.7936969,-560.4119965,-38.85394429,0.071698808,0.131909012,1.338689073,3.392226867,742.353468,141.2248818,0.840167109,0.159832891,1,0,6,7,4,6,3,1,0,0,0.136082763,0.384900179,0.90824829,1.435034313,0,0.105409255,0.252474311,0.455287539,0.601806341,3.722975912,0.353553391,0.443929511,0,2.006439292,0.158113883,0.205041648,0,6.42385444,9.779985183,13.88094798,2.805519358,3.605802933,4.368125705,27.14768912,18.80730755,18.04049008,14.82517506,12.37646526,10.76821046,7.857626565,6.117788237,22.28059221,13.03820709,10.88836237,7.398421201,5.333229544,3.951593754,2.402659913,1.584957896,1398,0.414285714,4143.1,3493.347803,59.10454976,15.17331972,3811.734737,61.73924795,15.62095411,7916.108179,88.97251362,19.92984435,7,1,0.392857143,29.08884298,12.31289941,6.506539834,3,0,5,0,0,9,2,1,0,7,1,1,0,0,0,0,1,0,3,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,19,1.609566473,1.609566473,3,0.312822796,4.759370906,3.189165732,1.10520945,17.66849364,31.08593634,1.880537267,8.769192274,1.224204421,0,0,0.25819889,0.058823529,0,0.392068469,0.396850263,0.321829795,1.82503643,0.50471726,3.55,19638.05009,16638.49573,3904.905146,1.180277978,5.029072246,4.260921868,11.39133176,0.476190476,0.909090909,0.648960523,8,1,112.04,464.1117578,6.459431619,1.503466862,7.852388459,33.33196899,0.03522004,0.183949137,0.453947875,0.449637083,0.668708629,42.68782431,323.6548852,759.8534635,0.335623117,1.572293587,525.6026416,80.83292958,2.07263922,30.63003729,8.195322282,22.43471501,5799,62,4.015,218
SONIDEGIB,6.7326,45.32790276,127.5606,70.473618,0,0,0,0,0,0,18,18,61,0.903853106,-0.654990276,0.169988232,0.105523253,-0.195754525,42.90948043,42.56908875,67.39492339,60.98107645,61.14480997,2221.136361,2604.972797,3634.926033,3755.523817,3381.504463,11.85,19.00041926,-0.372619646,0.527619067,2.932459774,10.78849635,40.782382,38,511.9314568,1341.421255,25.70286998,289.6963297,-759.0954005,-38.61983693,222.2351271,2100.516656,64.32270691,0.63861491,1.673371704,0.032063347,0.36138509,-0.946942475,-0.048176769,410.3784806,1075.320552,20.60413477,232.2286275,-608.5119656,-30.95873439,0.201331616,0.142162554,0,1.210539812,736.7750139,64.85277254,0.919098647,0.080901353,0,0,3,11,4,5,2,0,0,0,0,0,0.30274943,0.53605145,0,0,0,0.103779644,0.169795011,3.746576609,0.353553391,0.4047346,0,1.17242765,0.011021668,0.13982395,0,5.405366179,9.229333938,12.11824213,2.00141858,2.912324328,3.193017341,25.16456146,16.58633865,16.33464116,12.03263829,10.57684263,8.082459858,5.351831529,3.929538354,19.59548227,11.22453168,8.571811092,5.726661651,4.240970882,2.650997337,1.492085663,0.817735058,1101,0.426229508,2906.09,3118.023262,55.83926273,14.60920053,3383.151029,58.16486078,15.01206589,7175.77899,84.70996984,19.28811047,5,1,0.307692308,28.01939058,12.24,7.755847628,3,0,2,0,0,10,2,0,1,7,0,1,0,0,1,0,0,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,3,23,2.111386534,1.975531739,0,0.360562393,5.073958979,5.272306872,0.218395116,12.679118,26.28125492,1.587582646,9.436634197,1.222080924,0,0,0.210818511,0.058823529,0,0,0,0.333333333,0.632455532,0,3.33,19549.19785,18248.62344,1994.990002,1.071269727,9.799145776,9.147225508,10.75340737,0.473684211,0.9,0.874249515,7,1,63.69,427.3252744,6.247927513,1.160157104,3.856920141,36.70503558,0.027806768,0.092443069,0.384216325,0.372737811,0.625669869,41.72211283,188.6266321,394.5903196,0.409812623,1.382624005,485.499127,71.03318018,2.029519434,25.26064318,8.501689299,9.657283827,4420,55,6.862,186
TALADEGIB,4.8924,23.93557776,134.2676,71.393032,0,0,0,0,0,0,21,22,61,0.764218078,-0.403022978,0.107768852,0.083251814,-0.404031314,45.9425274,46.20719429,72.48568471,75.52770227,79.46367568,2529.88463,3054.162684,4448.877031,4770.909852,4520.90662,11.85,19.00142434,-0.274839005,0.417559532,3.813212616,11.03360609,39.266968,41,456.1352659,1147.535384,23.68012691,296.8567802,-746.8259627,-42.07060687,159.2784857,1894.361346,65.75073377,0.605763724,1.52396747,0.031448044,0.394236276,-0.991811224,-0.05587125,343.4662272,864.0850164,17.83094721,223.5307943,-562.3540098,-31.67883235,0.165938473,0.10916453,0,1.952377812,661.598927,91.39311908,0.878626714,0.121373286,0,0,3,11,4,3,3,0,0,0,0,0.11785113,0.476156116,0.631950937,0,0,0.033333333,0.178883761,0.180796312,3.542984023,0.288675135,1.074058138,0.11785113,1.17190679,0.013498731,0.275546796,0.003896748,7.37976754,11.83726837,17.74908731,2.639838354,3.572088732,4.207271875,26.319262,17.64688561,17.03695861,14.23440319,11.93903508,9.892733823,6.642631861,5.100850172,20.20531757,11.77525677,9.079796933,6.880850987,4.876967592,3.323144815,1.905806635,1.253637098,1090,0.475409836,2893.11,3400.63275,58.31494448,15.03787871,3642.410318,60.35238453,15.38613797,8456.19021,91.95754569,20.37315305,6,0,0.307692308,28.52587745,11.85165278,6.040934824,2,0,4,0,0,9,1,0,1,6,2,1,0,0,0,0,0,0,3,2,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,4,16,2.711313147,2.711313147,0,0.083333333,3.922003367,3.419763135,0.230940108,14.32780949,27.10592138,1.768427987,9.84023234,1.930633198,0,0,0,0,0,0,0,1.10520945,2.27982294,0.482744692,3.11,14633.77272,14339.71848,1617.305174,1.020506277,9.048244546,8.866427136,9.25089629,0.470588235,0.888888889,0.898386522,6,2,67.15,422.9097431,6.357552005,1.824678619,2.60727902,24.96145613,0.062077805,0.088702831,0.428509235,0.366922442,0.529052962,29.39341377,115.3855625,263.5317629,0.386914523,1.324484638,512.5029485,75.77741496,2.048038242,31.63236106,2.557358826,19.39409718,4648,66,5.868,204
